1770931800000,1.938,1.9469,1.9376,1.9443,6556
1770932700000,1.9443,1.949,1.944,1.9456,1078
1770933600000,1.9456,1.9473,1.9424,1.9443,5277
1770934500000,1.9443,1.9512,1.9416,1.9512,3211
1770935400000,1.9512,1.9559,1.9498,1.9555,3813
1770936300000,1.9555,1.9668,1.9555,1.9668,10621
1770937200000,1.9668,1.9682,1.9594,1.9609,8823
1770938100000,1.9609,1.9712,1.9595,1.97,9987
1770939000000,1.97,1.9735,1.9654,1.9686,9375
1770939900000,1.9686,1.9686,1.9643,1.9662,2877
1770940800000,1.9662,1.9792,1.9657,1.9718,8783
1770941700000,1.9718,1.9727,1.9651,1.9709,10503
1770942600000,1.9709,1.9709,1.9527,1.9527,10147
1770943500000,1.9527,1.9623,1.9523,1.9599,33351
1770944400000,1.9599,1.9646,1.9592,1.9623,1468
1770945300000,1.9623,1.9637,1.9592,1.9633,515
1770946200000,1.9633,1.9653,1.9597,1.9633,1913
1770947100000,1.9633,1.9654,1.9599,1.9613,1188
1770948000000,1.9613,1.9649,1.9605,1.9616,878
1770948900000,1.9616,1.9688,1.9603,1.9674,2802
1770949800000,1.9674,1.9674,1.9603,1.9644,1083
1770950700000,1.9644,1.9708,1.9639,1.9671,2473
1770951600000,1.9671,1.9671,1.9557,1.9569,3215
1770952500000,1.9569,1.9632,1.9558,1.9631,20131
1770953400000,1.9631,1.9703,1.9631,1.9681,1076
1770954300000,1.9681,1.9681,1.9628,1.9632,1924
1770955200000,1.9632,1.9632,1.957,1.9571,889
1770956100000,1.9571,1.9599,1.9544,1.9587,2614
1770957000000,1.9587,1.9605,1.9561,1.9588,641
1770957900000,1.9588,1.9588,1.955,1.9559,1113
1770958800000,1.9559,1.9609,1.9536,1.9546,1189
1770959700000,1.9546,1.9586,1.9535,1.9567,10079
1770960600000,1.9567,1.9637,1.9567,1.9594,2789
1770961500000,1.9594,1.96,1.9539,1.9544,3242
1770962400000,1.9544,1.957,1.9528,1.9563,4794
1770963300000,1.9563,1.9578,1.9497,1.9537,5618
1770964200000,1.9537,1.9574,1.9506,1.957,1240
1770965100000,1.957,1.9744,1.9566,1.9739,4823
1770966000000,1.9739,1.9849,1.972,1.9834,8297
1770966900000,1.9834,1.9879,1.9834,1.9846,2068
1770967800000,1.9846,1.9847,1.9786,1.9795,2537
1770968700000,1.9795,1.9812,1.9772,1.978,1160
1770969600000,1.978,1.9826,1.976,1.9826,908
1770970500000,1.9826,1.991,1.9806,1.9909,10613
1770971400000,1.9909,1.9931,1.9867,1.9877,14205
1770972300000,1.9877,1.9973,1.9877,1.9907,5479
