1781913600000,-0.000148
1781942400000,-0.000096
1781971200000,0.0001
1782000000000,-0.000015
1782028800000,-0.000064
1782057600000,0.000037
1782086400000,0.000064
1782115200000,0.000023
1782144000000,0.00004
1782172800000,0.000036
1782201600000,0.000051
1782230400000,0.0001
1782259200000,0.000096
1782288000000,-0.000024
1782316800000,-0.000009
1782345600000,0.000064
1782374400000,0.000014
1782403200000,-0.00007
1782432000000,-0.000069
1782460800000,0.000008
1782489600000,0.000042
1782518400000,0.0001
1782547200000,0.0001
1782576000000,0.0001
1782604800000,0.000091
1782633600000,0.0001
1782662400000,0.000002
1782691200000,0.000059
1782720000000,0.000047
1782748800000,0.000041
1782777600000,0.000087
1782806400000,0.000036
1782835200000,0.000005
1782864000000,0.000076
1782892800000,0.0001
1782921600000,0.0001
1782950400000,0.000035
1782979200000,-0.000006
1783008000000,-0.000027
1783036800000,0.000031
1783065600000,0.0001
1783094400000,0.000017
1783123200000,0.0001
1783152000000,-0.000011
1783180800000,0.000056
1783209600000,0.000062
1783238400000,-0.000129
1783267200000,0.0001
1783296000000,0.0001
1783324800000,0.0001
1783353600000,0.000052
1783382400000,0.0001
1783411200000,0.00002
1783440000000,0.000019
1783468800000,-0.000046
1783497600000,-0.000162
1783526400000,0.00004
1783555200000,0.000044
1783584000000,0.0001
1783612800000,0.0001
1783641600000,0.0001
1783670400000,0.0001
1783699200000,0.0001
1783728000000,0.000068
1783756800000,0.000068
1783785600000,0.0001
1783814400000,0.000098
1783843200000,-0.000103
1783872000000,-0.000095
1783900800000,0.00003
1783929600000,0.000017
1783958400000,0.000094
1783987200000,0.000059
1784016000000,0.000054
1784044800000,0.000088
1784073600000,0.0001
1784102400000,0.0001
1784131200000,0.0001
1784160000000,0.0001
1784188800000,0.0001
1784217600000,0.000043
1784246400000,0.000085
1784275200000,0.000041
1784304000000,0.00005
1784332800000,0.000035
1784361600000,0.00006
1784390400000,0.000015
1784419200000,0.000075
1784448000000,0.0001
1784476800000,0.000055
